Date,Month,count,year
1,June,84,2010
2,June,52,2010
3,June,47,2010
4,June,165,2010
5,June,764,2010
6,June,239,2010
7,June,56,2010
8,June,75,2010
9,June,54,2010
10,June,58,2010
11,June,165,2010
12,June,836,2010
13,June,311,2010
14,June,41,2010
15,June,66,2010
16,June,58,2010
17,June,66,2010
18,June,158,2010
19,June,609,2010
20,June,184,2010
21,June,81,2010
22,June,61,2010
23,June,72,2010
24,June,63,2010
25,June,150,2010
26,June,767,2010
27,June,213,2010
28,June,81,2010
29,June,66,2010
30,June,67,2010
1,July,72,2010
2,July,172,2010
3,July,762,2010
4,July,205,2010
5,July,69,2010
6,July,63,2010
7,July,77,2010
8,July,57,2010
9,July,164,2010
10,July,788,2010
11,July,185,2010
12,July,79,2010
13,July,47,2010
14,July,42,2010
15,July,55,2010
16,July,160,2010
17,July,661,2010
18,July,169,2010
19,July,67,2010
20,July,55,2010
21,July,54,2010
22,July,69,2010
23,July,148,2010
24,July,602,2010
25,July,152,2010
26,July,67,2010
27,July,75,2010
28,July,53,2010
29,July,63,2010
30,July,163,2010
31,July,604,2010
1,August,200,2010
2,August,80,2010
3,August,42,2010
4,August,45,2010
5,August,45,2010
6,August,187,2010
7,August,714,2010
8,August,281,2010
9,August,78,2010
10,August,67,2010
11,August,63,2010
12,August,79,2010
13,August,140,2010
14,August,875,2010
15,August,181,2010
16,August,92,2010
17,August,49,2010
18,August,84,2010
19,August,67,2010
20,August,221,2010
21,August,944,2010
22,August,241,2010
23,August,76,2010
24,August,59,2010
25,August,70,2010
26,August,72,2010
27,August,234,2010
28,August,1132,2010
29,August,237,2010
30,August,75,2010
31,August,42,2010
1,September,87,2010
2,September,81,2010
3,September,277,2010
4,September,1440,2010
5,September,255,2010
6,September,81,2010
7,September,62,2010
8,September,114,2010
9,September,119,2010
10,September,305,2010
11,September,1183,2010
12,September,335,2010
13,September,69,2010
14,September,64,2010
15,September,90,2010
16,September,84,2010
17,September,281,2010
18,September,1905,2010
19,September,388,2010
20,September,93,2010
21,September,60,2010
22,September,69,2010
23,September,84,2010
24,September,346,2010
25,September,1730,2010
26,September,477,2010
27,September,114,2010
28,September,78,2010
29,September,83,2010
30,September,102,2010
1,October,468,2010
2,October,2155,2010
3,October,589,2010
4,October,93,2010
5,October,69,2010
6,October,84,2010
7,October,88,2010
8,October,382,2010
9,October,1764,2010
10,October,2454,2010
11,October,103,2010
12,October,65,2010
13,October,79,2010
14,October,91,2010
15,October,366,2010
16,October,2068,2010
17,October,420,2010
18,October,93,2010
19,October,72,2010
20,October,247,2010
21,October,77,2010
22,October,389,2010
23,October,2114,2010
24,October,374,2010
25,October,89,2010
26,October,64,2010
27,October,73,2010
28,October,96,2010
29,October,336,2010
30,October,2065,2010
31,October,451,2010
1,November,187,2010
2,November,57,2010
3,November,76,2010
4,November,67,2010
5,November,386,2010
6,November,2184,2010
7,November,412,2010
8,November,84,2010
9,November,61,2010
10,November,95,2010
11,November,107,2010
12,November,453,2010
13,November,1706,2010
14,November,403,2010
15,November,103,2010
16,November,82,2010
17,November,60,2010
18,November,84,2010
19,November,340,2010
20,November,2141,2010
21,November,449,2010
22,November,123,2010
23,November,76,2010
24,November,74,2010
25,November,101,2010
26,November,370,2010
27,November,1912,2010
28,November,455,2010
29,November,120,2010
30,November,64,2010
1,December,86,2010
2,December,66,2010
3,December,271,2010
4,December,1311,2010
5,December,390,2010
6,December,121,2010
7,December,67,2010
8,December,67,2010
9,December,88,2010
10,December,266,2010
11,December,1127,2010
12,December,585,2010
13,December,126,2010
14,December,66,2010
15,December,70,2010
16,December,76,2010
17,December,227,2010
18,December,861,2010
19,December,731,2010
20,December,253,2010
21,December,139,2010
22,December,108,2010
23,December,164,2010
24,December,149,2010
25,December,61,2010
26,December,130,2010
27,December,278,2010
28,December,130,2010
29,December,219,2010
30,December,175,2010
31,December,409,2010
1,January,85,2009
2,January,251,2009
3,January,990,2009
4,January,217,2009
5,January,108,2009
6,January,91,2009
7,January,85,2009
8,January,91,2009
9,January,316,2009
10,January,1368,2009
11,January,261,2009
12,January,81,2009
13,January,46,2009
14,January,63,2009
15,January,52,2009
16,January,258,2009
17,January,1154,2009
18,January,246,2009
19,January,76,2009
20,January,66,2009
21,January,67,2009
22,January,59,2009
23,January,214,2009
24,January,1258,2009
25,January,617,2009
26,January,114,2009
27,January,54,2009
28,January,48,2009
29,January,33,2009
30,January,151,2009
31,January,984,2009
1,February,211,2009
2,February,63,2009
3,February,40,2009
4,February,25,2009
5,February,44,2009
6,February,279,2009
7,February,1398,2009
8,February,248,2009
9,February,78,2009
10,February,77,2009
11,February,57,2009
12,February,77,2009
13,February,150,2009
14,February,2160,2009
15,February,290,2009
16,February,85,2009
17,February,75,2009
18,February,65,2009
19,February,67,2009
20,February,314,2009
21,February,1624,2009
22,February,344,2009
23,February,74,2009
24,February,65,2009
25,February,69,2009
26,February,70,2009
27,February,319,2009
28,February,1929,2009
1,March,435,2009
2,March,85,2009
3,March,81,2009
4,March,67,2009
5,March,90,2009
6,March,388,2009
7,March,1943,2009
8,March,538,2009
9,March,82,2009
10,March,59,2009
11,March,75,2009
12,March,108,2009
13,March,210,2009
14,March,2056,2009
15,March,346,2009
16,March,66,2009
17,March,76,2009
18,March,76,2009
19,March,76,2009
20,March,403,2009
21,March,2156,2009
22,March,377,2009
23,March,60,2009
24,March,58,2009
25,March,66,2009
26,March,97,2009
27,March,389,2009
28,March,2209,2009
29,March,323,2009
30,March,95,2009
31,March,46,2009
1,April,62,2009
2,April,74,2009
3,April,362,2009
4,April,2218,2009
5,April,343,2009
6,April,89,2009
7,April,66,2009
8,April,98,2009
9,April,202,2009
10,April,112,2009
11,April,1187,2009
12,April,316,2009
13,April,81,2009
14,April,95,2009
15,April,100,2009
16,April,94,2009
17,April,435,2009
18,April,2288,2009
19,April,356,2009
20,April,75,2009
21,April,66,2009
22,April,84,2009
23,April,84,2009
24,April,339,2009
25,April,880,2009
26,April,493,2009
27,April,81,2009
28,April,82,2009
29,April,49,2009
30,April,75,2009
1,May,308,2009
2,May,1605,2009
3,May,436,2009
4,May,93,2009
5,May,91,2009
6,May,45,2009
7,May,77,2009
8,May,221,2009
9,May,1264,2009
10,May,227,2009
11,May,75,2009
12,May,57,2009
13,May,45,2009
14,May,54,2009
15,May,181,2009
16,May,1167,2009
17,May,218,2009
18,May,69,2009
19,May,51,2009
20,May,73,2009
21,May,61,2009
22,May,171,2009
23,May,961,2009
24,May,195,2009
25,May,80,2009
26,May,50,2009
27,May,48,2009
28,May,69,2009
29,May,156,2009
30,May,827,2009
31,May,175,2009
1,June,63,2009
2,June,52,2009
3,June,61,2009
4,June,46,2009
5,June,159,2009
6,June,926,2009
7,June,334,2009
8,June,58,2009
9,June,78,2009
10,June,53,2009
11,June,39,2009
12,June,144,2009
13,June,530,2009
14,June,198,2009
15,June,73,2009
16,June,73,2009
17,June,40,2009
18,June,46,2009
19,June,140,2009
20,June,727,2009
21,June,179,2009
22,June,73,2009
23,June,62,2009
24,June,50,2009
25,June,53,2009
26,June,182,2009
27,June,717,2009
28,June,205,2009
29,June,80,2009
30,June,60,2009
1,July,69,2009
2,July,52,2009
3,July,160,2009
4,July,814,2009
5,July,172,2009
6,July,59,2009
7,July,81,2009
8,July,74,2009
9,July,75,2009
10,July,169,2009
11,July,667,2009
12,July,159,2009
13,July,60,2009
14,July,46,2009
15,July,52,2009
16,July,61,2009
17,July,161,2009
18,July,642,2009
19,July,141,2009
20,July,78,2009
21,July,57,2009
22,July,49,2009
23,July,62,2009
24,July,138,2009
25,July,649,2009
26,July,141,2009
27,July,79,2009
28,July,52,2009
29,July,38,2009
30,July,52,2009
31,July,137,2009
1,August,669,2009
2,August,161,2009
3,August,49,2009
4,August,47,2009
5,August,50,2009
6,August,72,2009
7,August,250,2009
8,August,853,2009
9,August,188,2009
10,August,72,2009
11,August,69,2009
12,August,51,2009
13,August,42,2009
14,August,177,2009
15,August,793,2009
16,August,201,2009
17,August,70,2009
18,August,72,2009
19,August,61,2009
20,August,84,2009
21,August,162,2009
22,August,870,2009
23,August,194,2009
24,August,65,2009
25,August,60,2009
26,August,76,2009
27,August,59,2009
28,August,230,2009
29,August,1006,2009
30,August,231,2009
31,August,77,2009
1,September,92,2009
2,September,70,2009
3,September,56,2009
4,September,241,2009
5,September,1486,2009
6,September,238,2009
7,September,85,2009
8,September,85,2009
9,September,616,2009
10,September,92,2009
11,September,194,2009
12,September,1581,2009
13,September,220,2009
14,September,83,2009
15,September,60,2009
16,September,58,2009
17,September,88,2009
18,September,280,2009
19,September,1890,2009
20,September,509,2009
21,September,99,2009
22,September,90,2009
23,September,62,2009
24,September,81,2009
25,September,341,2009
26,September,1709,2009
27,September,472,2009
28,September,95,2009
29,September,113,2009
30,September,86,2009
1,October,114,2009
2,October,407,2009
3,October,2216,2009
4,October,637,2009
5,October,84,2009
6,October,92,2009
7,October,88,2009
8,October,107,2009
9,October,372,2009
10,October,2248,2009
11,October,426,2009
12,October,91,2009
13,October,57,2009
14,October,68,2009
15,October,83,2009
16,October,404,2009
17,October,1925,2009
18,October,418,2009
19,October,87,2009
20,October,65,2009
21,October,72,2009
22,October,97,2009
23,October,358,2009
24,October,2017,2009
25,October,417,2009
26,October,82,2009
27,October,67,2009
28,October,80,2009
29,October,79,2009
30,October,373,2009
31,October,1938,2009
1,November,495,2009
2,November,136,2009
3,November,62,2009
4,November,59,2009
5,November,91,2009
6,November,355,2009
7,November,2101,2009
8,November,401,2009
9,November,86,2009
10,November,58,2009
11,November,79,2009
12,November,74,2009
13,November,223,2009
14,November,2072,2009
15,November,450,2009
16,November,86,2009
17,November,54,2009
18,November,89,2009
19,November,89,2009
20,November,368,2009
21,November,2070,2009
22,November,478,2009
23,November,101,2009
24,November,59,2009
25,November,67,2009
26,November,98,2009
27,November,367,2009
28,November,1940,2009
29,November,500,2009
30,November,116,2009
1,December,92,2009
2,December,59,2009
3,December,72,2009
4,December,262,2009
5,December,1470,2009
6,December,628,2009
7,December,157,2009
8,December,90,2009
9,December,64,2009
10,December,100,2009
11,December,242,2009
12,December,1262,2009
13,December,630,2009
14,December,208,2009
15,December,80,2009
16,December,67,2009
17,December,100,2009
18,December,196,2009
19,December,668,2009
20,December,734,2009
21,December,247,2009
22,December,142,2009
23,December,118,2009
24,December,107,2009
25,December,56,2009
26,December,82,2009
27,December,456,2009
28,December,285,2009
29,December,181,2009
30,December,130,2009
31,December,387,2009
1,January,73,2008
2,January,107,2008
3,January,126,2008
4,January,305,2008
5,January,1190,2008
6,January,263,2008
7,January,70,2008
8,January,84,2008
9,January,47,2008
10,January,72,2008
11,January,273,2008
12,January,1266,2008
13,January,189,2008
14,January,64,2008
15,January,48,2008
16,January,76,2008
17,January,48,2008
18,January,242,2008
19,January,1287,2008
20,January,246,2008
21,January,61,2008
22,January,66,2008
23,January,25,2008
24,January,68,2008
25,January,241,2008
26,January,1092,2008
27,January,528,2008
28,January,54,2008
29,January,36,2008
30,January,31,2008
31,January,56,2008
1,February,210,2008
2,February,1339,2008
3,February,248,2008
4,February,52,2008
5,February,44,2008
6,February,68,2008
7,February,52,2008
8,February,255,2008
9,February,1267,2008
10,February,239,2008
11,February,61,2008
12,February,78,2008
13,February,43,2008
14,February,273,2008
15,February,226,2008
16,February,1515,2008
17,February,245,2008
18,February,85,2008
19,February,58,2008
20,February,59,2008
21,February,77,2008
22,February,324,2008
23,February,1649,2008
24,February,309,2008
25,February,69,2008
26,February,52,2008
27,February,55,2008
28,February,70,2008
29,February,564,2008
1,March,1985,2008
2,March,415,2008
3,March,83,2008
4,March,40,2008
5,March,50,2008
6,March,99,2008
7,March,368,2008
8,March,2119,2008
9,March,538,2008
10,March,65,2008
11,March,53,2008
12,March,70,2008
13,March,50,2008
14,March,377,2008
15,March,2069,2008
16,March,361,2008
17,March,76,2008
18,March,60,2008
19,March,85,2008
20,March,207,2008
21,March,96,2008
22,March,1235,2008
23,March,329,2008
24,March,86,2008
25,March,77,2008
26,March,90,2008
27,March,90,2008
28,March,445,2008
29,March,2097,2008
30,March,346,2008
31,March,67,2008
1,April,48,2008
2,April,63,2008
3,April,43,2008
4,April,341,2008
5,April,1839,2008
6,April,374,2008
7,April,59,2008
8,April,82,2008
9,April,44,2008
10,April,64,2008
11,April,292,2008
12,April,1975,2008
13,April,288,2008
14,April,73,2008
15,April,72,2008
16,April,55,2008
17,April,73,2008
18,April,321,2008
19,April,1767,2008
20,April,358,2008
21,April,61,2008
22,April,57,2008
23,April,50,2008
24,April,187,2008
25,April,237,2008
26,April,1637,2008
27,April,248,2008
28,April,74,2008
29,April,47,2008
30,April,62,2008
1,May,90,2008
2,May,249,2008
3,May,1430,2008
4,May,354,2008
5,May,69,2008
6,May,60,2008
7,May,54,2008
8,May,57,2008
9,May,213,2008
10,May,1232,2008
11,May,176,2008
12,May,65,2008
13,May,40,2008
14,May,29,2008
15,May,69,2008
16,May,184,2008
17,May,1006,2008
18,May,233,2008
19,May,63,2008
20,May,56,2008
21,May,63,2008
22,May,46,2008
23,May,147,2008
24,May,935,2008
25,May,194,2008
26,May,60,2008
27,May,36,2008
28,May,37,2008
29,May,43,2008
30,May,169,2008
31,May,786,2008
1,June,230,2008
2,June,59,2008
3,June,41,2008
4,June,34,2008
5,June,43,2008
6,June,182,2008
7,June,900,2008
8,June,396,2008
9,June,58,2008
10,June,75,2008
11,June,47,2008
12,June,54,2008
13,June,97,2008
14,June,632,2008
15,June,149,2008
16,June,71,2008
17,June,38,2008
18,June,55,2008
19,June,54,2008
20,June,136,2008
21,June,652,2008
22,June,166,2008
23,June,68,2008
24,June,57,2008
25,June,51,2008
26,June,58,2008
27,June,140,2008
28,June,677,2008
29,June,165,2008
30,June,79,2008
1,July,76,2008
2,July,43,2008
3,July,52,2008
4,July,171,2008
5,July,729,2008
6,July,211,2008
7,July,89,2008
8,July,75,2008
9,July,42,2008
10,July,55,2008
11,July,154,2008
12,July,717,2008
13,July,107,2008
14,July,81,2008
15,July,53,2008
16,July,46,2008
17,July,54,2008
18,July,163,2008
19,July,541,2008
20,July,160,2008
21,July,56,2008
22,July,52,2008
23,July,40,2008
24,July,53,2008
25,July,153,2008
26,July,696,2008
27,July,152,2008
28,July,63,2008
29,July,35,2008
30,July,35,2008
31,July,54,2008
1,August,169,2008
2,August,636,2008
3,August,141,2008
4,August,58,2008
5,August,42,2008
6,August,50,2008
7,August,58,2008
8,August,1444,2008
9,August,786,2008
10,August,155,2008
11,August,74,2008
12,August,60,2008
13,August,53,2008
14,August,53,2008
15,August,193,2008
16,August,939,2008
17,August,187,2008
18,August,92,2008
19,August,63,2008
20,August,76,2008
21,August,47,2008
22,August,177,2008
23,August,913,2008
24,August,192,2008
25,August,59,2008
26,August,69,2008
27,August,50,2008
28,August,96,2008
29,August,187,2008
30,August,1061,2008
31,August,257,2008
1,September,109,2008
2,September,54,2008
3,September,54,2008
4,September,61,2008
5,September,244,2008
6,September,1538,2008
7,September,270,2008
8,September,78,2008
9,September,89,2008
10,September,84,2008
11,September,48,2008
12,September,242,2008
13,September,1303,2008
14,September,354,2008
15,September,93,2008
16,September,64,2008
17,September,51,2008
18,September,88,2008
19,September,250,2008
20,September,1933,2008
21,September,360,2008
22,September,95,2008
23,September,63,2008
24,September,64,2008
25,September,67,2008
26,September,327,2008
27,September,1684,2008
28,September,481,2008
29,September,114,2008
30,September,76,2008
1,October,89,2008
2,October,87,2008
3,October,456,2008
4,October,2221,2008
5,October,559,2008
6,October,92,2008
7,October,65,2008
8,October,87,2008
9,October,89,2008
10,October,435,2008
11,October,1970,2008
12,October,337,2008
13,October,92,2008
14,October,64,2008
15,October,75,2008
16,October,67,2008
17,October,330,2008
18,October,2162,2008
19,October,334,2008
20,October,112,2008
21,October,58,2008
22,October,52,2008
23,October,80,2008
24,October,367,2008
25,October,2067,2008
26,October,385,2008
27,October,103,2008
28,October,68,2008
29,October,47,2008
30,October,84,2008
31,October,365,2008
1,November,2208,2008
2,November,452,2008
3,November,165,2008
4,November,83,2008
5,November,63,2008
6,November,64,2008
7,November,361,2008
8,November,2176,2008
9,November,329,2008
10,November,113,2008
11,November,106,2008
12,November,75,2008
13,November,60,2008
14,November,354,2008
15,November,1990,2008
16,November,359,2008
17,November,143,2008
18,November,95,2008
19,November,49,2008
20,November,95,2008
21,November,324,2008
22,November,2050,2008
23,November,413,2008
24,November,207,2008
25,November,103,2008
26,November,49,2008
27,November,76,2008
28,November,334,2008
29,November,1826,2008
30,November,387,2008
1,December,376,2008
2,December,122,2008
3,December,59,2008
4,December,102,2008
5,December,261,2008
6,December,1315,2008
7,December,386,2008
8,December,468,2008
9,December,123,2008
10,December,65,2008
11,December,79,2008
12,December,241,2008
13,December,706,2008
14,December,301,2008
15,December,627,2008
16,December,201,2008
17,December,63,2008
18,December,104,2008
19,December,187,2008
20,December,544,2008
21,December,295,2008
22,December,630,2008
23,December,231,2008
24,December,139,2008
25,December,44,2008
26,December,65,2008
27,December,280,2008
28,December,375,2008
29,December,776,2008
30,December,230,2008
31,December,422,2008
